UCF Code,RBH,Date of Onboarding,Modalku,Akseleran,BSS,Danabijak
GCD-18870,Rajdeep Dutta,2025-07-08,2025-07-08,,,
GCD-20554,Rajdeep Dutta,2025-07-10,2025-07-10,,,
GCD-25286,Rajdeep Dutta,2025-07-10,2025-07-10,,,
GCD-25275,Rajdeep Dutta,2025-07-11,2025-07-11,,,
GCD-25292,Rajdeep Dutta,2025-07-14,2025-07-14,,,
GCD-17743,Rajdeep Dutta,2025-07-15,2025-07-15,,,
GCD-25267,Rajdeep Dutta,2025-07-16,2025-07-16,,,
GCD-25297,Rajdeep Dutta,2025-07-16,2025-07-16,,,
GCD-25282,Rajdeep Dutta,2025-07-16,2025-07-16,,,
GCD-25296,Rajdeep Dutta,2025-07-18,2025-07-18,,,
GCD-25293,Rajdeep Dutta,2025-07-18,2025-07-18,,,
GCD-25303,Rajdeep Dutta,2025-07-18,2025-07-18,,,2026-01-05
GCD-12040,Rajdeep Dutta,2025-07-18,2025-07-18,,,
GCD-25562,Rajdeep Dutta,2025-07-21,2025-07-21,,,
GCD-25310,Rajdeep Dutta,2025-07-21,2025-07-21,,,
GCD-25418,Rajdeep Dutta,2025-07-21,2025-07-21,,,2026-02-22
GCD-25323,Rajdeep Dutta,2025-07-21,2025-07-21,,,
GCD-25341,Rajdeep Dutta,2025-07-22,2025-07-22,,,
GCD-25313,Rajdeep Dutta,2025-07-22,2025-07-22,,,
GCD-25319,Rajdeep Dutta,2025-07-22,2025-07-22,,,
GCD-25320,Rajdeep Dutta,2025-07-23,2025-07-23,,,
GCD-25311,Rajdeep Dutta,2025-07-23,2025-07-23,,,
GCD-25322,Etrisno,2025-07-23,2025-07-23,,,
GCD-25336,Rajdeep Dutta,2025-07-23,2025-07-23,,,
GCD-14154,Rajdeep Dutta,2025-07-24,2025-07-24,,,
GCD-25318,Rajdeep Dutta,2025-07-24,2025-07-24,,,
GCD-25330,Rajdeep Dutta,2025-07-26,2025-07-26,,,
GCD-25281,Rajdeep Dutta,2025-07-28,2025-07-28,,,
GCD-25328,Rajdeep Dutta,2025-07-28,2025-07-28,,,
GCD-25365,Rajdeep Dutta,2025-07-28,2025-07-28,,,2026-03-02
GCD-25321,Rajdeep Dutta,2025-07-28,2025-07-28,,,
GCD-6592,Rajdeep Dutta,2025-07-28,2025-07-28,,,
GCD-25335,Rajdeep Dutta,2025-07-29,2025-07-29,,,
GCD-25291,Rajdeep Dutta,2025-07-29,2025-07-29,,2026-03-11,2026-01-16
GCD-16300,Rajdeep Dutta,2025-07-30,2025-07-30,,,
GCD-17978,Rajdeep Dutta,2025-08-01,2025-08-01,,,
GCD-25337,Rajdeep Dutta,2025-08-01,2025-08-01,,,2026-01-14
GCD-25327,Rajdeep Dutta,2025-08-04,2025-08-04,,,
GCD-25324,Rajdeep Dutta,2025-08-05,2025-08-05,,,
GCD-25351,Rajdeep Dutta,2025-08-05,2025-08-05,,,
GCD-25268,Rajdeep Dutta,2025-08-05,2025-08-05,,,
GCD-25358,Rajdeep Dutta,2025-08-06,2025-08-06,,,
GCD-25354,Rajdeep Dutta,2025-08-06,2025-08-06,,,
GCD-25357,Rajdeep Dutta,2025-08-07,2025-08-07,,,2026-01-31
GCD-25342,Rajdeep Dutta,2025-08-07,2025-08-07,,,2026-01-30
GCD-25379,Rajdeep Dutta,2025-08-08,2025-08-08,,,2026-03-03
GCD-4957,Rajdeep Dutta,2025-08-08,2025-08-08,,,
GCD-25377,Rajdeep Dutta,2025-08-10,2025-08-10,,,
GCD-6179,Rajdeep Dutta,2025-08-11,2025-08-11,,,
GCD-2361,Rajdeep Dutta,2025-08-11,2025-08-11,,,
GCD-25372,Rajdeep Dutta,2025-08-12,2025-08-12,,,
GCD-25378,Rajdeep Dutta,2025-08-15,2025-08-15,,,2026-01-26
GCD-25362,Rajdeep Dutta,2025-08-15,2025-08-15,,,
OX23072519420003852,Rajdeep Dutta,2025-08-15,2025-08-15,,,
GCD-25326,Rajdeep Dutta,2025-08-19,2025-08-19,,,
GCD-21125,Rajdeep Dutta,2025-08-19,2025-08-19,,,
GCD-5536,Rajdeep Dutta,2025-08-19,2025-08-19,,,
GCD-25381,Rajdeep Dutta,2025-08-19,2025-08-19,,,
GCD-25385,Rajdeep Dutta,2025-08-20,2025-08-20,,,2026-01-30
GCD-25290,Rajdeep Dutta,2025-08-20,2025-08-20,,,2026-01-29
GCD-25370,Rajdeep Dutta,2025-08-21,2025-08-21,,,
OX27072512382403865,Rajdeep Dutta,2025-08-21,2025-08-21,,,
GCD-25392,Rajdeep Dutta,2025-08-22,2025-08-22,,,
GCD-25371,Rajdeep Dutta,2025-08-25,2025-08-25,,,
GCD-25395,Rajdeep Dutta,2025-08-26,2025-08-26,,,
GCD-25397,Etrisno,2025-08-27,2025-08-27,,,
GCD-4761,Rajdeep Dutta,2025-08-28,2025-08-28,,,2026-01-20
GCD-18576,Rajdeep Dutta,2025-08-28,2025-08-28,,,2026-01-29
GCD-25363,Rajdeep Dutta,2025-08-28,2025-08-28,,,2026-01-22
GCD-25407,Rajdeep Dutta,2025-08-29,2025-08-29,,,2026-01-26
OX05082522371203889,Rajdeep Dutta,2025-08-29,2025-08-29,,,
GCD-25396,Rajdeep Dutta,2025-08-29,2025-08-29,,,
GCD-25406,Rajdeep Dutta,2025-08-29,2025-08-29,,,
GCD-25413,Rajdeep Dutta,2025-08-29,2025-08-29,,,
GCD-25393,Rajdeep Dutta,2025-09-01,2025-09-01,,,2026-01-31
GCD-20234,Rajdeep Dutta,2025-09-01,2025-09-01,,,
GCD-25412,Rajdeep Dutta,2025-09-02,2025-09-02,,,
GCD-25411,Rajdeep Dutta,2025-09-02,2025-09-02,,,
GCD-25403,Rajdeep Dutta,2025-09-02,2025-09-02,,,
GCD-25414,Rajdeep Dutta,2025-09-03,2025-09-03,,,
GCD-16264,Rajdeep Dutta,2025-09-03,2025-09-03,,,
GCD-25422,Etrisno,2025-09-04,2025-09-04,,,
GCD-25423,Rajdeep Dutta,2025-09-08,2025-09-08,,,
GCD-25430,Rajdeep Dutta,2025-09-09,2025-09-09,,,
GCD-25424,Rajdeep Dutta,2025-09-09,2025-09-09,,,2025-12-17
GCD-25401,Rajdeep Dutta,2025-09-09,2025-09-09,,,
GCD-25386,Rajdeep Dutta,2025-09-09,2025-09-09,,,
GCD-25445,Rajdeep Dutta,2025-09-11,2025-09-11,,,
GCD-25475,Rajdeep Dutta,2025-09-11,2025-09-11,,,
GCD-15437,Rajdeep Dutta,2025-09-12,2025-09-12,,,
GCD-25438,Rajdeep Dutta,2025-09-12,2025-09-12,,,2026-02-20
GCD-25437,Rajdeep Dutta,2025-09-12,2025-09-12,,,
GCD-25440,Rajdeep Dutta,2025-09-12,2025-09-12,,,
GCD-13370,Rajdeep Dutta,2025-09-15,2025-09-15,,,2026-01-16
GCD-25417,Rajdeep Dutta,2025-09-15,2025-09-15,,,
OX13082521422403943,Rajdeep Dutta,2025-09-15,2025-09-15,,,
GCD-25444,Rajdeep Dutta,2025-09-16,2025-09-16,,,2026-01-31
GCD-25462,Rajdeep Dutta,2025-09-16,2025-09-16,,,
GCD-25429,Rajdeep Dutta,2025-09-17,2025-09-17,,,2026-01-21
GCD-25456,Rajdeep Dutta,2025-09-17,2025-09-17,,,
GCD-25460,Rajdeep Dutta,2025-09-17,2025-09-17,,,
GCD-25459,Rajdeep Dutta,2025-09-17,2025-09-17,,,2026-02-01
GCD-25432,Rajdeep Dutta,2025-09-17,2025-09-17,,,
GCD-25471,Rajdeep Dutta,2025-09-17,2025-09-17,,,2026-01-29
GCD-3258,Rajdeep Dutta,2025-09-17,2025-09-17,,,
GCD-25461,Rajdeep Dutta,2025-09-18,2025-09-18,,,
GCD-4537,Rajdeep Dutta,2025-09-18,2025-09-18,,,
GCD-25512,Rajdeep Dutta,2025-09-18,2025-09-18,,,
GCD-25415,Rajdeep Dutta,2025-09-19,2025-09-19,,,2026-01-06
GCD-25510,Rajdeep Dutta,2025-09-22,2025-09-22,,,2026-01-21
OX01092509145004013,Rajdeep Dutta,2025-09-22,2025-09-22,,,
GCD-25465,Rajdeep Dutta,2025-09-23,2025-09-23,,,2026-01-30
GCD-25355,Rajdeep Dutta,2025-09-24,2025-09-24,,,2025-12-16
GCD-4275,Rajdeep Dutta,2025-09-24,2025-09-24,,,2025-12-23
GCD-25481,Rajdeep Dutta,2025-09-24,2025-09-24,,,
GCD-25458,Rajdeep Dutta,2025-09-24,2025-09-24,,,
GCD-25473,Rajdeep Dutta,2025-09-25,2025-09-25,,,2026-01-27
GCD-25479,Rajdeep Dutta,2025-09-25,2025-09-25,,,2026-01-19
GCD-25490,Rajdeep Dutta,2025-09-25,2025-09-25,,,
GCD-25597,Rajdeep Dutta,2025-09-26,2025-09-26,,,2026-01-29
GCD-25448,Rajdeep Dutta,2025-09-26,2025-09-26,,,
GCD-25480,Rajdeep Dutta,2025-09-29,2025-09-29,,,2026-01-29
GCD-18853,Rajdeep Dutta,2025-09-29,2025-09-29,,,
GCD-25496,Rajdeep Dutta,2025-09-29,2025-09-29,,,
GCD-8766,Rajdeep Dutta,2025-09-29,2025-09-29,,,2026-03-03
GCD-25531,Rajdeep Dutta,2025-09-29,2025-09-29,,,
GCD-25469,Rajdeep Dutta,2025-09-29,2025-09-29,,,2026-01-29
GCD-25497,Rajdeep Dutta,2025-09-29,2025-09-29,,,
GCD-25492,Rajdeep Dutta,2025-09-29,2025-09-29,,,2026-02-27
GCD-25482,Rajdeep Dutta,2025-09-29,2025-09-29,,,
GCD-25488,Rajdeep Dutta,2025-09-29,2025-09-29,,,
GCD-25507,Rajdeep Dutta,2025-09-30,2025-09-30,,,2026-01-15
GCD-25676,Rajdeep Dutta,2025-09-30,2025-09-30,,,
GCD-25494,Rajdeep Dutta,2025-09-30,2025-09-30,,,2026-01-14
OX03092517160604018,Rajdeep Dutta,2025-09-30,2025-09-30,,,
GCD-25457,Etrisno,2025-10-01,2025-10-01,,,
GCD-25503,Etrisno,2025-10-03,2025-10-03,,,
GCD-7879,Rajdeep Dutta,2025-10-03,2025-10-03,,,2025-12-24
GCD-25514,Rajdeep Dutta,2025-10-06,2025-10-06,,,
GCD-25509,Rajdeep Dutta,2025-10-07,2025-10-07,,,2026-01-30
GCD-25504,Rajdeep Dutta,2025-10-07,2025-10-07,,,2026-02-11
GCD-25524,Rajdeep Dutta,2025-10-09,2025-10-09,,,
GCD-25493,Rajdeep Dutta,2025-10-09,2025-10-09,,,2026-01-28
OX30082522213504009,Rajdeep Dutta,2025-10-09,2025-10-09,,,
OX19092516010904086,Rajdeep Dutta,2025-10-09,2025-10-09,,,
GCD-25380,Etrisno,2025-10-09,2025-10-09,,,
GCD-25486,Rajdeep Dutta,2025-10-09,2025-10-09,,,2025-12-23
GCD-25498,Etrisno,2025-10-09,2025-10-09,,,
GCD-25513,Etrisno,2025-10-10,2025-10-10,,,
GCD-25472,Rajdeep Dutta,2025-10-10,2025-10-10,,,
GCD-25552,Rajdeep Dutta,2025-10-11,2025-10-11,,,
GCD-25518,Rajdeep Dutta,2025-10-13,2025-10-13,,,
GCD-25658,Rajdeep Dutta,2025-10-13,2025-10-13,,,
GCD-25521,Rajdeep Dutta,2025-10-15,2025-10-15,,,
GCD-25608,Rajdeep Dutta,2025-10-15,2025-10-15,,,2026-01-29
GCD-25599,Rajdeep Dutta,2025-10-16,2025-10-16,,,
GCD-25528,Rajdeep Dutta,2025-10-16,2025-10-16,,,
GCD-25442,Rajdeep Dutta,2025-10-17,2025-10-17,,,2026-02-02
GCD-25539,Rajdeep Dutta,2025-10-22,2025-10-22,,,
GCD-25536,Rajdeep Dutta,2025-10-22,2025-10-22,,,
GCD-25527,Rajdeep Dutta,2025-10-22,2025-10-22,,,2026-01-15
GCD-25543,Rajdeep Dutta,2025-10-24,2025-10-24,,,2026-01-21
OX11082515004603923,Rajdeep Dutta,2025-10-26,2025-10-26,,,
GCD-8600,Rajdeep Dutta,2025-10-30,2025-10-30,,,
GCD-25561,Rajdeep Dutta,2025-10-30,2025-10-30,,,
GCD-13579,Rajdeep Dutta,2025-11-03,2025-11-03,,,2026-01-16
GCD-25557,Rajdeep Dutta,2025-11-04,2025-11-04,,,2025-12-16
GCD-25558,Rajdeep Dutta,2025-11-04,2025-11-04,,,
GCD-16558,Rajdeep Dutta,2025-11-05,2025-11-05,,,2026-01-08
GCD-3788,Rajdeep Dutta,2025-11-05,2025-11-05,,,2026-01-15
GCD-25563,Rajdeep Dutta,2025-11-05,2025-11-05,,,
GCD-25523,Rajdeep Dutta,2025-11-06,2025-11-06,,,
GCD-20737,Rajdeep Dutta,2025-11-07,2025-11-07,,,2026-02-03
GCD-25606,Etrisno,2025-11-10,2025-11-10,,,
GCD-25575,Rajdeep Dutta,2025-11-11,2025-11-11,,,
GCD-10803,Rajdeep Dutta,2025-11-11,2025-11-11,,,2026-02-05
GCD-25537,Rajdeep Dutta,2025-11-11,2025-11-11,,,2026-02-16
GCD-25576,Rajdeep Dutta,2025-11-12,2025-11-12,,,2026-01-20
GCD-25544,Rajdeep Dutta,2025-11-14,2025-11-14,,,
GCD-25587,Rajdeep Dutta,2025-11-14,2025-11-14,,,2026-01-31
GCD-25596,Rajdeep Dutta,2025-11-17,2025-11-17,,,
GCD-25567,Rajdeep Dutta,2025-11-18,2025-11-18,,,
GCD-11492,Rajdeep Dutta,2025-11-20,2025-11-20,,,2026-01-29
GCD-25600,Rajdeep Dutta,2025-11-20,2025-11-20,,2026-04-14,2026-03-10
GCD-25604,Rajdeep Dutta,2025-11-25,2025-11-25,,,2026-01-16
GCD-25605,Rajdeep Dutta,2025-11-25,2025-11-25,,,2026-01-21
GCD-25620,Rajdeep Dutta,2025-11-25,2025-11-25,,,
GCD-25613,Rajdeep Dutta,2025-11-28,2025-11-28,,,
GCD-25616,Rajdeep Dutta,2025-12-05,2025-12-05,,,2026-01-29
GCD-25624,Rajdeep Dutta,2025-12-10,2025-12-10,,,2026-01-28
GCD-25636,Rajdeep Dutta,2025-12-10,2025-12-10,,,
OX07102516335604126,Rajdeep Dutta,2025-12-11,2025-12-11,,,
GCD-25615,Rajdeep Dutta,2025-12-17,2025-12-17,,,
OX29112509051904214,Rajdeep Dutta,2025-12-23,2025-12-23,,,
OX24112518464904208,Rajdeep Dutta,2026-01-09,2026-01-09,,,
GCD-25633,Etrisno,2026-01-09,2026-01-09,,,
GCD-25657,Rajdeep Dutta,2026-01-19,2026-04-21,,,2026-01-19
OX13012602411404277,Rajdeep Dutta,2026-01-23,,,,2026-01-23
GCD-25668,Rajdeep Dutta,2026-01-23,2026-05-22,,,2026-01-23
GCD-17794,Rajdeep Dutta,2026-01-25,,,,2026-01-25
GCD-25679,Rajdeep Dutta,2026-01-29,,,,2026-01-29
GCD-25642,Etrisno,2026-01-30,,,,2026-01-30
GCD-25681,Rajdeep Dutta,2026-02-03,,,,2026-02-03
OX07012618291804266,Rajdeep Dutta,2026-02-05,,,,2026-02-05
GCD-1000099,Rajdeep Dutta,2026-02-06,,,,2026-02-06
GCD-1000074,Rajdeep Dutta,2026-02-11,,,,2026-02-11
GCD-1000121,Rajdeep Dutta,2026-02-11,,,,2026-02-11
GCD-18187,Rajdeep Dutta,2026-02-12,,,,2026-02-12
GCD-7815,Rajdeep Dutta,2026-02-16,,,,2026-02-16
GCD-431,Rajdeep Dutta,2026-02-18,,,,2026-02-18
GCD-3470,Rajdeep Dutta,2026-02-18,2026-05-28,,,2026-02-18
GCD-1000202,Rajdeep Dutta,2026-02-24,,,,2026-02-24
GCD-15733,Rajdeep Dutta,2026-02-25,2026-06-04,,,2026-02-25
GCD-1000155,Rajdeep Dutta,2026-04-09,,,,2026-04-09
GCD-1000162,Rajdeep Dutta,2026-04-10,2026-04-16,,,2026-04-10
OX13042615035504351,Rajdeep Dutta,2026-04-20,,,,2026-04-20
GCD-17011,Rajdeep Dutta,2026-06-08,2026-06-08,,,
